ID,"Scientific Name","Common Name","Native Status",County
303,"Isatis tinctoria Linnaeus","Dyer's Woad",I,Fauquier
893,"Isoetes engelmannii A. Braun","Engelmann's Quillwort",N,Fauquier
127,"Isotria verticillata (Muhl. ex Willd.) Raf.","Large Whorled Pogonia",N,Fauquier
2866,"Itea virginica L.","Virginia-willow, Virginia Sweetspire",N,Fauquier
2170,"Iva annua L.","Annual Marsh-elder, Sumpweed",I,Fauquier
2867,"Juglans cinerea L.","Butternut, White Walnut",N,Fauquier
2868,"Juglans nigra L.","Black Walnut",N,Fauquier
1176,"Juncus acuminatus Michx.","Sharp-fruited Rush",N,Fauquier
1226,"Juncus anthelatus (Wieg.) R.E. Brooks","Large Path Rush, Greater Poverty Rush",N,Fauquier
1214,"Juncus articulatus L.","Jointed Rush",N,Fauquier
1177,"Juncus biflorus Ell.","Large Grass-leaved Rush",N,Fauquier
1210,"Juncus brachycarpus Engelm.","Short-fruited Rush",N,Fauquier
1208,"Juncus canadensis J. Gay ex Laharpe","Canadian Rush",N,Fauquier
1201,"Juncus debilis Gray","Weak Rush",N,Fauquier
1239,"Juncus dichotomus Ell.","Forked Rush",N,Fauquier
1237,"Juncus diffusissimus Buckl.","Diffuse Rush, Slim-pod Rush",,Fauquier
1238,"Juncus dudleyi Wieg.","Dudley's Rush",N,Fauquier
4671,"Juncus effusus L. var. pylaei (Laharpe) Fernald & Wiegand","Soft Rush",N,Fauquier
30,"Juncus effusus L. var. solutus Fernald & Wiegand","Common Rush, Soft Rush",N,Fauquier
1192,"Juncus marginatus Rostk.","Grass-leaved Rush",N,Fauquier
1182,"Juncus scirpoides Lam. var. scirpoides","Needle-pod Rush, Lobe-headed Rush",N,Fauquier
1183,"Juncus secundus Beauv. ex Poir.","Secund Rush, Lopsided Rush",N,Fauquier
1184,"Juncus subcaudatus (Engelm.) Coville & Blake","Short-tailed Rush",N,Fauquier
1180,"Juncus tenuis Willd.","Path Rush, Slender Rush, Poverty Rush",N,Fauquier
908,"Juniperus virginiana L. var. virginiana","Eastern Redcedar",N,Fauquier
2004,"Justicia americana (L.)Vahl","Common Water-willow, American Water-willow",N,Fauquier
1885,"Kalmia latifolia L.","Mountain Laurel, Ivy",N,Fauquier
1641,"Kellochloa verrucosa (Muhl.) Lizarazu, M.V. Nicola, & Scataglini","Warty Panic Grass",N,Fauquier
2870,"Kickxia elatine (L.) Dumort.","Sharp-leaf Cancerwort",I,Fauquier
2177,"Krigia dandelion (L.) Nutt.","Potato Dwarf-dandelion",N,Fauquier
2178,"Krigia virginica (L.) Willd.","Dwarf-dandelion, Virginia Dwarf-dandelion",N,Fauquier
2873,"Kummerowia stipulacea (Maxim.) Makino",Korean-clover,I,Fauquier
2874,"Kummerowia striata (Thunb.) Schindl.",Japanese-clover,I,Fauquier
2179,"Lactuca biennis (Moench) Fern.","Tall Blue Lettuce",N,Fauquier
2180,"Lactuca canadensis L.","Wild Lettuce",N,Fauquier
2181,"Lactuca floridana (L.) Gaertn.","Florida Blue Lettuce, Woodland Lettuce",N,Fauquier
2183,"Lactuca saligna L.","Willow-leaf Lettuce",I,Fauquier
2184,"Lactuca serriola L.","Prickly Lettuce",I,Fauquier
2878,"Lamium amplexicaule L. var. amplexicaule","Henbit, Henbit Dead-nettle",I,Fauquier
2881,"Lamium purpureum L.","Red Dead-nettle, Purple Dead-nettle",I,Fauquier
2882,"Laportea canadensis (L.) Weddell","Wood Nettle",N,Fauquier
2186,"Lapsana communis L.","Common Nipplewort",I,Fauquier
2883,"Lathyrus hirsutus L.","Caley Pea, Singletary Pea",I,Fauquier
2884,"Lathyrus latifolius L.","Everlasting Pea, Perennial Sweet Pea",I,Fauquier
2390,"Lechea pulchella Raf.","Leggett's Pinweed",N,Fauquier
3797,"Lechea pulchella Raf. var. pulchella","Leggett's Pinweed",N,Fauquier
2391,"Lechea racemulosa Michx.","Common Pinweed, Illinois Pinweed",N,Fauquier
1598,"Leersia oryzoides (L.) Sw.","Rice Cutgrass",N,Fauquier
1599,"Leersia virginica Willd.","White Grass, White Cutgrass, Virginia Cutgrass",N,Fauquier
2890,"Leonurus cardiaca L. ssp. cardiaca","Motherwort, Lion's-tail",I,Fauquier
305,"Lepidium campestre (Linnaeus) R. Brown","Field Pepperweed, Field Peppergrass, Cow Cress",I,Fauquier
741,"Lepidium densiflorum Schrad.","Common Pepperweed, Prairie Peppergrass, Green-flowered Peppergrass",I,Fauquier
763,"Lepidium virginicum L. var. virginicum","Virginia Pepperweed, Virginia Peppergrass, Common Peppergrass, Poor Man's Pepper",N,Fauquier
2893,"Lespedeza bicolor Turcz.","Shrubby Bush-clover, Bicolor Lespedeza, Shrub Lespedeza, ",I,Fauquier
2894,"Lespedeza capitata Michx.","Round-headed Lespedeza, Round-headed Bush-clover",N,Fauquier
2895,"Lespedeza cuneata (Dum.-Cours.) G. Don","Sericea Lespedeza, Chinese Lespedeza",I,Fauquier
2903,"Lespedeza frutescens (L.) Ell.","Violet Lespedeza, Violet Bush-clover",N,Fauquier
2897,"Lespedeza hirta (L.) Hornemann var. hirta","Hairy Lespedeza, Hairy Bush-clover",N,Fauquier
2900,"Lespedeza procumbens Michx.","Trailing Lespedeza, Trailing Bush-clover",N,Fauquier
2901,"Lespedeza repens (L.) W. Bart.","Creeping Lespedeza, Creeping Bush-clover",N,Fauquier
2899,"Lespedeza violacea (L.) Pers.","Wand Lespedeza, Wand Bush-clover",N,Fauquier
2904,"Lespedeza virginica (L.) Britt.","Slender Lespedeza, Slender Bush-clover",N,Fauquier
2190,"Leucanthemum vulgare Lam.","Oxeye Daisy",I,Fauquier
324,"Liatris pilosa (Aiton) Willd.","Grass-leaf Blazing Star, Grass-leaf Gayfeather",N,Fauquier
2194,"Liatris scariosa (L.) Willd.","Large Blazing Star, Eastern Blazing Star",N,Fauquier
2197,"Liatris squarrosa (L.) Michx. var. squarrosa","Scaly Blazing Star",N,Fauquier
1944,"Ligusticum canadense (L.) Britt.","American Lovage",N,Fauquier
2908,"Ligustrum obtusifolium Sieb. & Zucc. var. obtusifolium","Border Privet",I,Fauquier
2906,"Ligustrum obtusifolium Sieb. & Zucc. var. suave (Kitag.) H. Hara","Amur Privet",I,Fauquier
2911,"Ligustrum sinense Louriere","Chinese Privet",I,Fauquier
2912,"Ligustrum vulgare L.","European Privet, Common Privet",I,Fauquier
129,"Lilium canadense L.","Canada Lily",N,Fauquier
1222,"Lilium superbum L.","Turk's-cap Lily",N,Fauquier
2916,"Linaria vulgaris P. Mill.","Butter-and-eggs, Yellow Toadflax",I,Fauquier
2917,"Lindera benzoin (L.) Blume",Spicebush,N,Fauquier
2918,"Lindernia anagallidea (Michx.) Pennell","Long-stalked False Pimpernel",N,Fauquier
2919,"Lindernia dubia (L.) Pennell var. dubia","False Pimpernel, Yellow-seed False Pimpernel",N,Fauquier
2922,"Linum medium (Planch.) Britton var. texanum (Planch.) Fern.","Stiff Yellow Flax, Common Yellow Flax",N,Fauquier
2923,"Linum striatum Walt.","Ridged Yellow Flax",N,Fauquier
2926,"Linum virginianum L.","Virginia Yellow Flax, Woodland Flax",N,Fauquier
126,"Liparis liliifolia (L.) L.C. Rich. ex Ker-Gawl.","Lily-leaved Twayblade, Large Twayblade",N,Fauquier
2927,"Liquidambar styraciflua L.",Sweetgum,N,Fauquier
2928,"Liriodendron tulipifera L.","Tulip-Poplar, Yellow Poplar, Tuliptree",N,Fauquier
2394,"Lobelia cardinalis L.","Cardinal Flower",N,Fauquier
2398,"Lobelia inflata L.","Indian Tobacco",N,Fauquier
560,"Lobelia puberula Michaux","Downy Lobelia",N,Fauquier
2402,"Lobelia siphilitica L.","Great Blue Lobelia",N,Fauquier
562,"Lobelia spicata Lam.","Pale-spike Lobelia",N,Fauquier
2403,"Lobelia spicata Lam. var. scaposa McVaugh","Pale-spike Lobelia",N,Fauquier
1573,"Lolium arundinaceum (Schreb.) Darbysh.","Tall Fescue, Alta Fescue",I,Fauquier
1765,"Lolium perenne L.","Rye Grass",I,Fauquier
1604,"Lolium perenne L. var. aristatum Willd.","Italian Rye Grass, Annual Rye Grass",I,Fauquier
1605,"Lolium perenne L. var. perenne","English Rye Grass, Perennial Rye Grass",I,Fauquier
1576,"Lolium pratense (Huds.) Darbysh.","Meadow Fescue",I,Fauquier
2410,"Lonicera japonica Thunb.","Japanese Honeysuckle",I,Fauquier
2411,"Lonicera maackii (Rupr.) Maximowicz var. maackii","Amur Honeysuckle",I,Fauquier
2412,"Lonicera morrowii Gray","Morrow's Honeysuckle",I,Fauquier
2413,"Lonicera sempervirens L.","Trumpet Honeysuckle, Coral Honeysuckle",N,Fauquier
2414,"Lonicera tatarica L.","Tartarian Honeysuckle",I,Fauquier
4749,"Lonicera ×bella Zabel","Showy Honeysuckle",I,Fauquier
973,"Lorinseria areolata (L.) Presl","Netted Chain Fern",N,Fauquier
2930,"Lotus corniculatus L.","Bird's-foot Trefoil",I,Fauquier
2934,"Ludwigia alternifolia L.","Seedbox, Alternate-leaved Seedbox",N,Fauquier
2936,"Ludwigia decurrens Walter","Wing-leaved Primrose-willow, Winged Water-primrose",N,Fauquier
2942,"Ludwigia palustris (L.) Elliott","Marsh Seedbox, Common Water-purslane",N,Fauquier
343,"Lunaria annua Linnaeus","Annual Honesty, Money Plant, Silver-dollar",I,Fauquier
2950,"Lupinus perennis L.","Sundial Lupine",N,Fauquier
1224,"Luzula bulbosa (Wood) Smyth & Smyth","Bulbous Woodrush",N,Fauquier
1171,"Luzula echinata (Small) F.J. Hermann","Spreading Woodrush",N,Fauquier
1223,"Luzula multiflora (Ehrhart) Lejeune var. multiflora","Common Woodrush",N,Fauquier
2951,"Lycium barbarum L.","Common Matrimony-vine, Wolfberry, Goji Berry",I,Fauquier
914,"Lycopodium clavatum L.","Staghorn Clubmoss, Running Clubmoss",N,Fauquier
2953,"Lycopus americanus Muhl. ex W. Bart.","American Bugleweed",N,Fauquier
2957,"Lycopus uniflorus Michx.","Northern Bugleweed",N,Fauquier
2958,"Lycopus virginicus L.","Virginia Bugleweed, Virginia Water Horehound",N,Fauquier
1892,"Lyonia ligustrina (L.) DC. var. ligustrina","Maleberry, He-Huckleberry",N,Fauquier
2962,"Lysimachia nummularia L.","Moneywort, Creeping Jenny",I,Fauquier
2964,"Lysimachia quadrifolia  L.","Whorled Loosestrife",N,Fauquier
2966,"Lysimachia terrestris (L.) B.S.P.","Swamp Loosestrife, Bog Loosestrife, Swamp Candles",N,Fauquier
2971,"Lythrum salicaria L.","Purple Loosestrife",I,Fauquier
2973,"Maclura pomifera (Raf.) Schneid.","Osage Orange, Hedge Apple, Bois-d'arc",I,Fauquier
2979,"Magnolia virginiana L.","Sweetbay, Sweetbay Magnolia, Swamp Magnolia",N,Fauquier
700,"Maianthemum canadense Desf.","Canada Mayflower, False Lily-of-the-valley",N,Fauquier
699,"Maianthemum racemosum (L.) Link","Eastern Solomon's-plume, False Solomon's-seal",N,Fauquier
119,"Malaxis unifolia Michaux","Green Adder's-mouth",N,Fauquier
2980,"Malus angustifolia (Aiton) Michx.","Southern Crabapple",N,Fauquier
2981,"Malus coronaria (L.) P. Mill.","Sweet Crabapple",N,Fauquier
2983,"Malus domestica (Suckow) Borkh.","Common Apple",I,Fauquier
2982,"Malus prunifolia (Willd.) Borkh.","Plumleaf Crabapple",I,Fauquier
2985,"Malva neglecta Wallroth","Common Mallow, Cheeses",I,Fauquier
2035,"Matelea obliqua (Jacq.) Woods.","Climbing Milkvine",N,Fauquier
2202,"Matricaria discoidea DC.","Pineapple Weed, Rayless Chamomile",I,Fauquier
1212,"Medeola virginiana L.","Indian Cucumber-root",N,Fauquier
2994,"Medicago lupulina L.","Black Medick",I,Fauquier
2996,"Medicago sativa L.","Alfalfa, Lucerne",I,Fauquier
1170,"Melanthium hybridum Walter","Crisped Bunchflower, Broadleaf Bunchflower",N,Fauquier
1166,"Melanthium virginicum L.","Bog Bunchflower, Virginia Bunchflower",N,Fauquier
1607,"Melica mutica Walt.","Two-flower Melic",N,Fauquier
2999,"Melilotus albus Medikus","White Sweet-clover",I,Fauquier
3001,"Melilotus officinalis (L.) Lam.","Yellow Sweet-clover",I,Fauquier
3002,"Melissa officinalis L.","Lemon Balm, Common Balm",I,Fauquier
3003,"Menispermum canadense L.","Canada Moonseed, Common Moonseed, Yellow Parilla",N,Fauquier
3004,"Mentha aquatica L.","Water Mint, Lemon Mint, Orange Mint",I,Fauquier
3005,"Mentha canadensis L.","Canada Mint, Wild Mint",N,Fauquier
3006,"Mentha spicata L.",Spearmint,I,Fauquier
3007,"Mentha ×gracilis Sole","Ginger Mint, Creeping Whorled Mint",I,Fauquier
3008,"Mentha ×piperita L.",Peppermint,I,Fauquier
3009,"Mentha ×rotundifolia (L.) Huds.","Apple Mint",I,Fauquier
342,"Mertensia virginica (L.) Pers. ex Link","Virginia Bluebells, Virginia Cowslip",N,Fauquier
3496,"Micranthes micranthidifolia (Haw.) Small","Lettuce Saxifrage, Lettuce-leaved Saxifrage, Brook Lettuce",N,Fauquier
3497,"Micranthes pensylvanica (L.) Haw.","Swamp Saxifrage",N,Fauquier
3498,"Micranthes virginiensis (Michaux) Small","Early Saxifrage",N,Fauquier
1609,"Microstegium vimineum (Trin.) A. Camus","Japanese Stiltgrass, Nepalese Brown-top, Japanese Grass",I,Fauquier
2204,"Mikania scandens (L.) Willd.","Climbing Hempweed",N,Fauquier
3015,"Mimulus alatus Aiton","Winged Monkeyflower",N,Fauquier
3017,"Mimulus ringens L. var. ringens","Square-stemmed Monkeyflower, Allegheny Monkeyflower",N,Fauquier
3021,"Mitchella repens L.",Partridge-berry,N,Fauquier
3022,"Mitella diphylla L.","Two-leaved Miterwort, Bishop's Cap",N,Fauquier
3026,"Mollugo verticillata L.","Carpetweed, Green Carpetweed, Indian Chickweed",I,Fauquier
3027,"Monarda clinopodia L.","White Bergamot, Basil Beebalm",N,Fauquier
3028,"Monarda didyma L.","Scarlet Beebalm, Oswego Tea",N,Fauquier
3029,"Monarda fistulosa L.","Wild Bergamot",N,Fauquier
4739,"Monarda fistulosa L. var. fistulosa","Appalachian Bergamot",N,Fauquier
4740,"Monarda fistulosa L. var. mollis (L.) Benth.","Eastern Bergamot",N,Fauquier
3034,"Monarda punctata L. var. punctata","Horsemint, Spotted Beebalm",N,Fauquier
611,"Monotropa uniflora L.","Indian Pipe",N,Fauquier
3040,"Morus alba L.","White Mulberry",I,Fauquier
3041,"Morus rubra L.","Red Mulberry",N,Fauquier
1616,"Muhlenbergia frondosa (Poir.) Fern.","Smooth Wirestem Muhly",N,Fauquier
1618,"Muhlenbergia glomerata (Willd.) Trin.","Marsh Muhly, Spiked Muhly",N,Fauquier
1619,"Muhlenbergia mexicana (L.) Trin.","Hairy Wirestem Muhly",N,Fauquier
1620,"Muhlenbergia schreberi J.F. Gmel.",Nimblewill,N,Fauquier
1621,"Muhlenbergia sobolifera (Muhl. ex Willd.) Trin.","Rock Muhly, Cliff Muhly",N,Fauquier
1622,"Muhlenbergia sylvatica (Torr.) Torr. ex Gray","Woodland Muhly",N,Fauquier
1623,"Muhlenbergia tenuiflora (Willd.) B.S.P.","Slender Muhly",N,Fauquier
750,"Mummenhoffia alliacea (L.) Esmailbegi & Al-Shehbaz","Roadside Pennycress, Garlic Pennycress",I,Fauquier
64,"Murdannia keisak (Hasskarl) Handel-Mazzetti","Marsh Dewflower",I,Fauquier
1167,"Muscari botryoides (L.) P. Mill.","Common Grape-hyacinth",I,Fauquier
1165,"Muscari neglectum Guss. ex Ten.",Grape-hyacinth,I,Fauquier
2163,"Myosotis laxa Lehm. ssp. laxa","Smaller Forget-me-not, Tufted Forget-me-not",N,Fauquier
2165,"Myosotis scorpioides L.","True Forget-me-not, Water Forget-me-not",I,Fauquier
2161,"Myosotis verna Nutt.","Early Forget-me-not, Spring Forget-me-not",N,Fauquier
3049,"Myriophyllum spicatum L.","Eurasian Water-milfoil",I,Fauquier
851,"Myriopteris lanosa (Michaux) Grusz & Windham","Hairy Lip Fern",N,Fauquier
2228,"Nabalus albus (L.) Hooker","White Rattlesnake-root",N,Fauquier
2229,"Nabalus altissimus (L.) Hooker","Tall Rattlesnake-root",N,Fauquier
2232,"Nabalus serpentarius (Pursh) Hooker","Lion's foot, Cankerweed",N,Fauquier
2233,"Nabalus trifoliolatus Cassini",Gall-of-the-earth,N,Fauquier
159,"Najas canadensis Michx.","Canada Naiad, Northern Naiad",N,Fauquier
160,"Najas gracillima (A. Braun ex Engelm.) Magnus","Slender Naiad, Bushy Naiad",N,Fauquier
1161,"Narcissus poeticus L.","Poet's Narcissus, Pheasant's-eye Daffodil",I,Fauquier
1162,"Narcissus pseudonarcissus L.","Common Daffodil",I,Fauquier
2200,"Nasturtium officinale R. Brown",Watercress,I,Fauquier
3052,"Nelumbo lutea Willd.","American Lotus, American Lotus-lily, Yellow Lotus",N,Fauquier
3054,"Nepeta cataria L.","Catnip, Catmint",I,Fauquier
341,"Noccaea perfoliata (Linnaeus) Al-Shehbaz","Perfoliate Pennycress, Thoroughwort Pennycress",I,Fauquier
3058,"Nuphar advena (Ait.) Ait.f.","Yellow Pond-lily, Common Spatterdock",N,Fauquier
2429,"Nyssa sylvatica Marshall","Black Gum, Sour Gum",N,Fauquier
3064,"Obolaria virginica L.",Pennywort,N,Fauquier
659,"Oenothera biennis L.","Common Evening-primrose",N,Fauquier
3066,"Oenothera fruticosa L.","Narrow-leaf Sundrops, Southern Sundrops",N,Fauquier
2781,"Oenothera gaura W.L. Wagner & Hoch","Biennial Gaura, Northeastern Gaura",N,Fauquier
3073,"Oenothera parviflora L.","Small-flowered Evening-primrose",N,Fauquier
3074,"Oenothera perennis L.","Small Sundrops, Little Sundrops",N,Fauquier
922,"Onoclea sensibilis L.","Sensitive Fern, Bead Fern",N,Fauquier
926,"Ophioglossum pycnostichum (Fernald) A. & D. Love","Southern Adder's-tongue",N,Fauquier
3802,"Oplismenus undulatifolius (Ard.) P. Beauv.","Wavyleaf Basketgrass, Wavyleaf Grass",I,Fauquier
4617,"Opuntia humifusa (Raf.) Raf.","Eastern Prickly-pear",N,Fauquier
2430,"Opuntia humifusa complex","Eastern Prickly-pear",N,Fauquier
1156,"Ornithogalum umbellatum L.","Common Star-of-Bethlehem",I,Fauquier
3087,"Orobanche minor J.E. Smith","Common Broomrape, Lesser Broomrape, Small Broomrape",I,Fauquier
47,"Orontium aquaticum L.","Golden Club",N,Fauquier
3089,"Orthilia secunda (L.) House","One-sided Shinleaf, One-sided Pyrola",N,Fauquier
1941,"Osmorhiza claytonii (Michx.) C.B. Clarke","Sweet Cicely",N,Fauquier
1940,"Osmorhiza longistylis (Torr.) DC.",Aniseroot,N,Fauquier
930,"Osmunda spectabilis Willd.","Royal Fern",N,Fauquier
927,"Osmundastrum cinnamomeum (L.) C. Presl var. cinnamomeum","Cinnamon Fern",N,Fauquier
329,"Ostrya virginiana (P.Mill.) K.Koch","Hop-hornbeam, Eastern Hop-hornbeam, Ironwood",N,Fauquier
3099,"Oxalis dillenii Jacquin","Southern Yellow Wood-sorrel",N,Fauquier
3094,"Oxalis florida Salisbury","Slender Yellow Wood-sorrel",N,Fauquier
3096,"Oxalis stricta L.","Common Yellow Wood-sorrel",N,Fauquier
3100,"Oxalis violacea L.","Violet Wood-sorrel",N,Fauquier
1939,"Oxypolis rigidior (L.) Raf.","Cowbane, Stiff Cowbane",N,Fauquier
2207,"Packera anonyma (Wood) W.A. Weber & A. Love","Small's Ragwort",N,Fauquier
2209,"Packera aurea (L.) A. & D. Love","Golden Ragwort, Heartleaf Ragwort",N,Fauquier
2214,"Packera obovata (Muhl. ex Willd.) W.A. Weber & A. Love","Round-leaved Ragwort, Running Ragwort",N,Fauquier
2215,"Packera paupercula (Michx.) A. & D. Love var. paupercula","Balsam Ragwort",N,Fauquier
2216,"Packera tomentosa (Michx.) C. Jeffrey","Woolly Ragwort",N,Fauquier
556,"Palustricodon aparinoides (Pursh) Morin var. aparinoides","Marsh Bellflower",N,Fauquier
1780,"Panax quinquefolius L.","Ginseng, American Ginseng, Sang",N,Fauquier
1630,"Panicum capillare L. ssp. capillare","Witch Panic Grass",N,Fauquier
2484,"Panicum dichotomiflorum Michx. var. dichotomiflorum","Spreading Panic Grass, Fall Panic Grass",N,Fauquier
1633,"Panicum flexile (Gattinger) Scribn.","Wiry Panic Grass",N,Fauquier
1634,"Panicum philadelphicum Bernh. ex Trin. ssp. gattingeri (Nash) Freckm. & Lelong","Gattinger's Panic Grass",N,Fauquier
1639,"Panicum philadelphicum Bernh. ex Trin. ssp. philadelphicum","Philadelphia Panic Grass",N,Fauquier
1642,"Panicum virgatum L.",Switchgrass,N,Fauquier
3791,"Panicum virgatum L. var. virgatum",Switchgrass,N,Fauquier
3102,"Papaver dubium L.","Field Poppy, Long-headed Poppy",I,Fauquier
3107,"Parietaria pensylvanica Muhl. ex Willd.","Pennsylvania Pellitory, Rock Pellitory",N,Fauquier
2434,"Paronychia canadensis (L.) Wood","Smooth Forked Nailwort",N,Fauquier
583,"Paronychia fastigiata (Raf.) Fern.","Hairy Forked Nailwort",N,Fauquier
2219,"Parthenium integrifolium L. var. integrifolium","Common Wild Quinine",N,Fauquier
3110,"Parthenocissus quinquefolia (L.) Planch.",Virginia-creeper,N,Fauquier
1645,"Paspalum boscianum Fluegge","Bull Paspalum",N,Fauquier
1649,"Paspalum floridanum Michx.","Florida Paspalum",N,Fauquier
1650,"Paspalum laeve Michx.","Field Paspalum",N,Fauquier
1653,"Paspalum pubiflorum Rupr. ex Fourn. var. glabrum Vasey","Hairy-seed Paspalum, Hairy-seed Crown-grass",N,Fauquier
1655,"Paspalum setaceum Michx.","Thin Paspalum, Slender Paspalum",N,Fauquier
4583,"Paspalum setaceum Michx. var. mühlenbergii (Nash) Fern.","Muhlenberg's Slender Paspalum",N,Fauquier
3112,"Passiflora lutea L.","Yellow Passionflower",N,Fauquier
1937,"Pastinaca sativa L.","Wild Parsnip",I,Fauquier
1667,"Patis racemosa (Sm.) Romasch., P.M. Peterson, & Soreng","Black-seed Ricegrass",N,Fauquier
3113,"Paulownia tomentosa (Thunb.) Steud.","Royal Paulownia, Princess Tree, Empress Tree",I,Fauquier
3114,"Pedicularis canadensis L.","Lousewort, Wood-betony",N,Fauquier
3115,"Pedicularis lanceolata Michx.","Swamp Lousewort",N,Fauquier
932,"Pellaea atropurpurea (L.) Link","Purple Cliff-brake",N,Fauquier
44,"Peltandra virginica (L.) Schott","Arrow-arum, Tuckahoe",N,Fauquier
3119,"Penstemon canescens (Britt.) Britt.","Gray Beard-tongue, Eastern Gray Beard-tongue",N,Fauquier
3120,"Penstemon digitalis Nutt. ex Sims","Foxglove Beard-tongue, Tall White Beard-tongue",,Fauquier
3121,"Penstemon hirsutus (L.) Willd.","Hairy Beard-tongue",N,Fauquier
3122,"Penstemon laevigatus Aiton","Smooth Beard-tongue, Eastern Smooth Beard-tongue",N,Fauquier
3123,"Penstemon pallidus Small","Eastern Pale Beard-tongue",N,Fauquier
2438,"Penthorum sedoides L.","Ditch Stonecrop",N,Fauquier
644,"Perilla frutescens (L.) Britt.","Perilla, Beefsteak Plant",I,Fauquier
3216,"Persicaria amphibia (L.) Gray","Water Smartweed",N,Fauquier
3219,"Persicaria arifolia (L.) Haraldson","Halberd-leaf Tearthumb",N,Fauquier
3225,"Persicaria hydropiper (L.) Spach","Marsh-pepper Smartweed, Water-pepper",I,Fauquier
3226,"Persicaria hydropiperoides (Michx.) Small","Mild Water-pepper, Marsh-pepper Smartweed",N,Fauquier
3228,"Persicaria lapathifolia (L.) Gray","Dock-leaf Smartweed, Pale Smartweed",N,Fauquier
665,"Persicaria longiseta (Bruijn) Kitagawa","Long-bristled Smartweed, Bristly Lady's-Thumb",I,Fauquier
3232,"Persicaria maculosa Gray","Lady's-thumb, Spotted Lady's-thumb",I,Fauquier
3229,"Persicaria orientalis (L.) Spach","Kiss-me-over-the-garden-gate, Prince's-feather, Prince's-plume",I,Fauquier
3230,"Persicaria pensylvanica (L.) M. Gomez","Pennsylvania Smartweed, Pinkweed",N,Fauquier
3231,"Persicaria perfoliata (L.) H. Gross","Mile-a-minute Weed, Mile-a-minute Vine, Asiatic Tearthumb",I,Fauquier
4714,"Persicaria posumbu (Buch.-Ham. ex D. Don) H. Gross","Asian Lady's-thumb",I,Fauquier
3233,"Persicaria punctata (Ell.) Small","Dotted Smartweed",N,Fauquier
3237,"Persicaria sagittata (L.) H. Gross ex Nakai","Arrow-leaf Tearthumb",N,Fauquier
3242,"Persicaria virginiana (L.) Gaertn.","Virginia Knotweed, Jumpseed",N,Fauquier
2439,"Petrorhagia prolifera (L.) P.W. Ball & Heywood","Childing Pink, Proliferous Pink",I,Fauquier
3129,"Phacelia dubia (L.) Trel. var. dubia","Appalachian Phacelia",N,Fauquier
1658,"Phalaris arundinacea L.","Reed Canary Grass, Ribbon Grass",,Fauquier
3135,"Phaseolus polystachios (L.) B.S.P.","Wild Bean, Thicket Bean",N,Fauquier
934,"Phegopteris hexagonoptera (Michx.) Fee","Broad Beech Fern",N,Fauquier
3138,"Phemeranthus teretifolius (Pursh) Raf.","Roundleaf Fameflower, Quill Fameflower, Appalachian Fameflower",N,Fauquier
813,"Phleum pratense L.",Timothy,I,Fauquier
3146,"Phlox divaricata L.","Wild Blue Phlox, Woodland Phlox",N,Fauquier
3150,"Phlox maculata L.","Meadow Phlox, Wild Sweet-william",N,Fauquier
3154,"Phlox paniculata L.","Fall Phlox, Garden Phlox",N,Fauquier
3161,"Phoradendron leucarpum (Raf.) Reveal & M.C. Johnston ssp. leucarpum","American Mistletoe, Eastern Mistletoe",N,Fauquier
1663,"Phragmites australis (Cav.) Trin. ex Steud.","Common Reed",I,Fauquier
3162,"Phryma leptostachya L.","Lopseed, American Lopseed",N,Fauquier
1860,"Phyllanthus caroliniensis Walt. ssp. caroliniensis","Carolina Leaf-flower",N,Fauquier
4591,"Phyllostachys nigra (Lodd. ex Lindl.) Munro","Black Bamboo",I,Fauquier
3167,"Physalis heterophylla Nees","Clammy Ground-cherry",N,Fauquier
3168,"Physalis longifolia Nuttall var. subglabrata (Mackenzie & Bush) Cronq.","Longleaf Ground-cherry",N,Fauquier
3169,"Physalis philadelphica Lamarck",Tomatillo,I,Fauquier
3170,"Physalis pubescens L.","Downy Ground-cherry",N,Fauquier
3173,"Physalis virginiana P. Miller","Virginia Ground-cherry",N,Fauquier
3175,"Physocarpus opulifolius (L.) Maxim. var. opulifolius","Common Ninebark, Eastern Ninebark",N,Fauquier
3180,"Phytolacca americana L. var. americana","Common Pokeweed",N,Fauquier
3183,"Pilea pumila (L.) Gray","Clearweed, Greenfruit Clearweed",N,Fauquier
2153,"Pilosella caespitosa (Dum.) P.D. Sell & C. West","Meadow Hawkweed, Yellow King-devil",I,Fauquier
937,"Pinus echinata Miller","Shortleaf Pine",N,Fauquier
939,"Pinus pungens Lambert","Table-mountain Pine",N,Fauquier
941,"Pinus rigida Miller","Pitch Pine",N,Fauquier
943,"Pinus strobus L.","Eastern White Pine",N,Fauquier
944,"Pinus taeda L.","Loblolly Pine",N,Fauquier
945,"Pinus virginiana Miller","Virginia Pine, Scrub Pine",N,Fauquier
3185,"Plantago aristata Michaux","Bracted Plantain, Large-bracted Plantain",I,Fauquier
3188,"Plantago lanceolata L.","English Plantain, Rib-grass",I,Fauquier
3189,"Plantago major L.","Common Plantain",I,Fauquier
3194,"Plantago rugelii Dcne.","American Plantain, Broad-leaved Plantain, Blackseed Plantain",N,Fauquier
3196,"Plantago virginica L.","Virginia Plantain, Paleseed Plantain",N,Fauquier
116,"Platanthera clavellata (Michx.) Luer","Small Green Wood Orchid",N,Fauquier
