ID,"Scientific Name","Common Name","Native Status",County
1318,"Cyperus flavescens L.","Yellow Flatsedge",N,Fauquier
1392,"Cyperus hortensis (Salzmann ex Steudel) Dorr","Low Spikesedge",N,Fauquier
1327,"Cyperus lancastriensis Porter ex Gray","Many-flowered Flatsedge",N,Fauquier
380,"Cyperus lupulinus complex",,N,Fauquier
1331,"Cyperus odoratus L. var. odoratus","Fragrant Flatsedge, Rusty Flatsedge",N,Fauquier
1335,"Cyperus pseudovegetus Steudel","Green Flatsedge, Marsh Flatsedge",N,Fauquier
1340,"Cyperus squarrosus L. var. squarrosus","Awned Flatsedge",N,Fauquier
1341,"Cyperus strigosus L.","Straw-colored Flatsedge",N,Fauquier
150,"Cypripedium acaule Aiton","Pink Lady's-slipper, Moccasin-flower",N,Fauquier
166,"Cypripedium parviflorum Salisb. var. pubescens (Willd.) Knight","Large Yellow Lady's-slipper",N,Fauquier
855,"Cystopteris protrusa (Weatherby) Blasdell","Lowland Bladder Fern, Lowland Brittle Fern",N,Fauquier
2687,"Cytisus scoparius (L.) Link","Common Broom, Scotch Broom",I,Fauquier
1476,"Dactylis glomerata L.","Orchard Grass",I,Fauquier
136,"Dactylorhiza viridis (L.) R.M. Bateman Pridgeon, & M.W. Chase","Long-bracteate Green Orchid, Long-bracteate Frog Orchid",N,Fauquier
1479,"Danthonia compressa Austin","Mountain Oatgrass",N,Fauquier
1482,"Danthonia spicata (L.) Beauv. ex Roemer & J.A. Schultes","Poverty Oatgrass",N,Fauquier
2691,"Datura stramonium L.",Jimson-weed,I,Fauquier
1959,"Daucus carota L.","Queen-Anne's Lace, Wild Carrot",I,Fauquier
916,"Dendrolycopodium hickeyi (W.H. Wagner, Beitel & Moran) A. Haines","Hickey's Ground-pine, Hickey's Tree-clubmoss",N,Fauquier
917,"Dendrolycopodium obscurum (L.) A. Haines","Common Ground-pine, Common Tree-clubmoss, Flat-branched Tree-clubmoss",N,Fauquier
859,"Deparia acrostichoides (Sw.) M. Kato","Silvery Spleenwort",N,Fauquier
2700,"Desmodium ciliare (Muhl. ex Willd.) DC.","Hairy Small-leaf Tick-trefoil",N,Fauquier
2703,"Desmodium glabellum (Michx.) DC.","Dillenius' Tick-trefoil",N,Fauquier
2705,"Desmodium laevigatum (Nutt.) DC.","Smooth Tick-trefoil",N,Fauquier
2707,"Desmodium marilandicum (L.) DC.","Smooth Small-leaf Tick-trefoil, Maryland Tick-trefoil",N,Fauquier
2709,"Desmodium nuttallii (Schindl.) Schub.","Nuttall's Tick-trefoil",N,Fauquier
2712,"Desmodium paniculatum (L.) DC. var. paniculatum","Narrow-leaf Tick-trefoil, Panicled-leaf Tick-trefoil",N,Fauquier
2714,"Desmodium perplexum Schub.","Perplexing Tick-trefoil",N,Fauquier
2715,"Desmodium rotundifolium DC.","Round-leaf Tick-trefoil, Prostrate Tick-trefoil",N,Fauquier
2719,"Desmodium viridiflorum (L.) DC.","Velvet-leaf Tick-trefoil",N,Fauquier
458,"Dianthus armeria L.","Deptford Pink",I,Fauquier
2722,"Dicentra cucullaria (L.) Bernh.","Dutchman's Breeches",N,Fauquier
1488,"Dichanthelium aciculare (Desv. ex Poir.) Gould & C.A. Clark","Needle-leaf Panic Grass, Needle-leaf Witchgrass",N,Fauquier
1489,"Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. acuminatum","Woolly Panic Grass, Woolly Witchgrass",N,Fauquier
1490,"Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. fasciculatum (Torr.) Freckmann","Slender-stemmed Panic Grass, Slender-stemmed Witchgrass",N,Fauquier
1491,"Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. lindheimeri (Nash) Gould & C.A. Clark","Lindheimer's Panic Grass, Lindheimer's Witchgrass",N,Fauquier
1761,"Dichanthelium acuminatum complex",,N,Fauquier
1494,"Dichanthelium boscii (Poir.) Gould & C.A. Clark","Bosc's Panic Grass, Bosc's Witchgrass",N,Fauquier
1496,"Dichanthelium clandestinum (L.) Gould","Deer-Tongue Grass",N,Fauquier
1497,"Dichanthelium columbianum (Scribn.) Freckmann","American Witchgrass",N,Fauquier
1498,"Dichanthelium commutatum (J.A. Schultes) Gould","Variable Panic Grass, Ashe's Panic Grass",N,Fauquier
3723,"Dichanthelium commutatum (J.A. Schultes) Gould var. ashei (Pearson ex Ashe) Mohlenbrock","Ashe's Panic Grass, Ashe's Witchgrass",N,Fauquier
3725,"Dichanthelium commutatum (J.A. Schultes) Gould var. commutatum","Variable Panic Grass, Variable Witchgrass",N,Fauquier
1500,"Dichanthelium depauperatum (Muhl.) Gould","Starved Panic Grass, Starved Witchgrass",N,Fauquier
1501,"Dichanthelium dichotomum (L.) Gould var. dichotomum","Small-fruited Panic Grass, Forked Witchgrass",N,Fauquier
1762,"Dichanthelium dichotomum complex",,N,Fauquier
1505,"Dichanthelium latifolium (L.) Harvill","Broad-leaf Panic Grass, Broad-leaf Witchgrass",N,Fauquier
1506,"Dichanthelium laxiflorum (Lam.) Gould","Open-flower Panic Grass, Open-flower Witchgrass",N,Fauquier
1508,"Dichanthelium linearifolium (Scribn.) Gould","Slim-leaf Panic Grass, Linear-leaf Panic Grass, Slim-leaf Witchgrass",N,Fauquier
3724,"Dichanthelium meridionale (Ashe) Freckmann","Matting Panic Grass, Matting Witchgrass",N,Fauquier
1512,"Dichanthelium microcarpon (Muhl. ex Elliott) Mohlenbrock","Branched Panic Grass, Small-fruited Witchgrass",N,Fauquier
1517,"Dichanthelium polyanthes (Schultes) Mohlenbrock","Round-seed Panic Grass, Many-flowered Witchgrass",N,Fauquier
1521,"Dichanthelium scoparium (Lam.) Gould","Velvet Panic Grass, Velvet Witchgrass",N,Fauquier
1514,"Dichanthelium scribnerianum (Nash) J.R. Thomas","Scribner's Panic Grass, Scribner's Witchgrass",N,Fauquier
1522,"Dichanthelium sphaerocarpon (Ell.) Gould","Round-fruited Panic Grass, Round-fruited Witchgrass",N,Fauquier
1525,"Dichanthelium villosissimum (Nash) Freckmann var. villosissimum","White-haired Panic Grass, White-haired Witchgrass",N,Fauquier
1527,"Dichanthelium yadkinense (Ashe) Mohlenbrock","Spotted-sheath Panic Grass, Spotted-sheath Witchgrass",N,Fauquier
1529,"Digitaria ciliaris (Retz.) Koeler","Southern Crabgrass",N,Fauquier
1531,"Digitaria filiformis (L.) Koeler var. filiformis","Slender Crabgrass",N,Fauquier
1532,"Digitaria ischaemum (Schreb.) Muhl.","Smooth Crabgrass",I,Fauquier
1533,"Digitaria sanguinalis (L.) Scop.","Northern Crabgrass",I,Fauquier
697,"Digitaria sanguinalis / ciliaris complex","Hairy Crabgrass, Big Crabgrass, Southern Crabgrass",,Fauquier
2728,"Diodia virginiana L.","Virginia Buttonweed",N,Fauquier
68,"Dioscorea polystachya Turczaninow","Chinese Yam, Cinnamon Vine",I,Fauquier
73,"Dioscorea villosa L.","Wild Yam",N,Fauquier
1865,"Diospyros virginiana L.","Common Persimmon, American Persimmon",N,Fauquier
860,"Diphasiastrum digitatum (Dill. ex A. Braun) Holub","Common Running-cedar, Common Running-pine",N,Fauquier
862,"Diphasiastrum tristachyum (Pursh) Holub","Ground-cedar, Blue Running-cedar",N,Fauquier
1918,"Dipsacus fullonum L.","Wild Teasel, Common Teasel",I,Fauquier
572,"Dipsacus laciniatus L.","Cut-leaf Teasel",I,Fauquier
2048,"Doellingeria infirma (Michx.) Greene","Cornel-leaved Aster",N,Fauquier
2049,"Doellingeria umbellata (P. Mill.) Nees var. umbellata","Tall Flat-topped White Aster",N,Fauquier
334,"Draba verna Linnaeus",Whitlow-grass,I,Fauquier
866,"Dryopteris carthusiana (Vill.) H.P. Fuchs","Spinulose Wood Fern, Toothed Wood Fern",N,Fauquier
867,"Dryopteris celsa (Wm. Palmer) Knowlt., Palmer & Pollard ex Small","Log Fern",N,Fauquier
869,"Dryopteris cristata (L.) Gray","Crested Wood Fern, Crested Fern",N,Fauquier
4587,"Dryopteris cristata × goldieana",,N,Fauquier
870,"Dryopteris goldieana (Hook. ex Goldie) Gray","Goldie's Wood Fern",N,Fauquier
871,"Dryopteris intermedia (Muhl. ex Willd.) Gray","Evergreen Wood Fern, Fancy Fern",N,Fauquier
873,"Dryopteris marginalis (L.) Gray","Marginal Wood Fern",N,Fauquier
875,"Dryopteris ×boottii (Tuckerman) Underwood",,N,Fauquier
876,"Dryopteris ×neowherryi W.H. Wagner",,N,Fauquier
1343,"Dulichium arundinaceum (L.) Britton var. arundinaceum","Three-way Sedge",N,Fauquier
749,"Dysphania ambrosioides (L.) Mosyakin & Clemants","Mexican Tea, Wormseed, Epazote",I,Fauquier
774,"Dysphania pumilio (R. Br.) Mosyakin & Clemants","Clammy Goosefoot",I,Fauquier
2051,"Echinacea purpurea (L.) Moench","Purple Coneflower",I,Fauquier
1539,"Echinochloa crus-galli (L.) Beauv. var. crus-galli","Barnyard Grass",I,Fauquier
1543,"Echinochloa muricata (Beauv.) Fern. var. muricata","Rough Barnyard Grass",N,Fauquier
335,"Echium vulgare L.","Viper's Bugloss, Blueweed",I,Fauquier
2054,"Eclipta prostrata (L.) L.","False Daisy, Yerba-de-tajo",N,Fauquier
568,"Elaeagnus umbellata Thunb.","Autumn Olive",I,Fauquier
1344,"Eleocharis acicularis (L.) Roemer & Schultes","Needle Spikerush",N,Fauquier
1350,"Eleocharis engelmannii Steudel","Engelmann Spikerush",N,Fauquier
1359,"Eleocharis obtusa (Willd.) Schultes","Blunt Spikerush",N,Fauquier
379,"Eleocharis tenuis (Willd.) Schultes var. tenuis","Slender Spikerush",N,Fauquier
1370,"Eleocharis verrucosa (Svens.) Harms","Warty Spikerush",N,Fauquier
2055,"Elephantopus carolinianus Raeusch.","Carolina Elephant's-foot",N,Fauquier
1545,"Eleusine indica (L.) Gaertn.","Indian Goosegrass, Yard Grass",I,Fauquier
2732,"Ellisia nyctelea (L.) L.","Nyctelea, Waterpod, Aunt Lucy",N,Fauquier
80,"Elodea canadensis Michx.","Common Waterweed",N,Fauquier
39,"Elodea nuttallii (Planchon) St. John","Nuttall's Waterweed, Free-flowered Waterweed",N,Fauquier
1548,"Elymus hystrix L. var. hystrix","Bottlebrush Grass",N,Fauquier
4666,"Elymus hystrix L. var. piedmontanus Poindexter & Weakley","Piedmont Bottlebrush Grass",N,Fauquier
1549,"Elymus macgregorii Brooks & Campbell","Early Wild Rye, MacGregor's Wild Rye",N,Fauquier
1550,"Elymus repens (L.) Gould","Quackgrass, Dog Grass",I,Fauquier
1551,"Elymus riparius Wieg.","Riverbank Wild Rye",N,Fauquier
1553,"Elymus villosus Muhl. ex Willd.","Hairy Wild Rye, Downy Wild Rye",N,Fauquier
1763,"Elymus virginicus L. var. virginicus","Virginia Wild Rye",N,Fauquier
2008,"Endodeca serpentaria (L.) Raf.","Virginia Snakeroot, Turpentine-root",N,Fauquier
2734,"Epifagus virginiana (L.) W.Barton",Beechdrops,N,Fauquier
561,"Epigaea repens L.","Trailing Arbutus",N,Fauquier
2736,"Epilobium coloratum Biehler","Purple-leaved Willow-herb",N,Fauquier
881,"Equisetum arvense L.","Field Horsetail",N,Fauquier
883,"Equisetum praealtum Rafinesque","Tall Scouring-Rush",N,Fauquier
1556,"Eragrostis capillaris (L.) Nees",Lacegrass,N,Fauquier
1557,"Eragrostis cilianensis (All.) Vignola. ex Janchen",Stinkgrass,I,Fauquier
1558,"Eragrostis curvula (Schrad.) Nees","Weeping Lovegrass",I,Fauquier
1559,"Eragrostis frankii C.A. Mey. ex Steud.","Sandbar Lovegrass, Frank's Lovegrass",N,Fauquier
1563,"Eragrostis minor Host","Little Lovegrass",I,Fauquier
1564,"Eragrostis pectinacea (Michx.) Nees var. pectinacea","Tufted Lovegrass, Carolina Lovegrass, Western Lovegrass",N,Fauquier
1565,"Eragrostis pilosa (L.) Beauv. var. pilosa","India Lovegrass",I,Fauquier
1568,"Eragrostis spectabilis (Pursh) Steud.","Purple Lovegrass, Tumblegrass",N,Fauquier
2058,"Erechtites hieraciifolius (L.) Raf. ex DC.","Fireweed, Pilewort, American Burnweed",N,Fauquier
1690,"Erianthus giganteus (Walt.) P. Beauv.","Giant Plumegrass, Sugarcane Plumegrass",N,Fauquier
2059,"Erigeron annuus (L.) Pers.","Annual Fleabane",N,Fauquier
1781,"Erigeron canadensis L.","Horseweed, Common Horseweed",N,Fauquier
2060,"Erigeron philadelphicus L. var. philadelphicus","Philadelphia Fleabane",N,Fauquier
2061,"Erigeron pulchellus Michx. var. pulchellus","Robin's Plantain",N,Fauquier
2063,"Erigeron strigosus Muhl. ex Willd. var. strigosus","Daisy Fleabane",N,Fauquier
2740,"Erodium cicutarium (L.) L'Her. ex Ait. ","Common Storksbill, Heron's-bill, Red-stem Filaree, Alfileria",I,Fauquier
802,"Erysimum cheiranthoides Linnaeus","Wormseed Wallflower",I,Fauquier
1200,"Erythronium americanum Ker-Gawl. ssp. americanum","Yellow Trout Lily, American Trout Lily",N,Fauquier
737,"Euonymus alatus (Thunb.) Sieb.","Winged Euonymus, Burning Bush",I,Fauquier
262,"Euonymus americanus L.","Strawberry-bush, American Strawberry-bush, Heart's-a-bustin'",N,Fauquier
261,"Euonymus atropurpureus Jacq.","Eastern Wahoo",N,Fauquier
492,"Euonymus fortunei (Turcz.) Hand.-Maz.","Winter Creeper, Climbing Euonymus",I,Fauquier
2065,"Eupatorium album L.","White Thoroughwort",N,Fauquier
2067,"Eupatorium altissimum L.","Tall Thoroughwort",N,Fauquier
2075,"Eupatorium godfreyanum Cronq.","Godfrey's Thoroughwort",N,Fauquier
2076,"Eupatorium hyssopifolium L.","Hyssop-leaf Thoroughwort",N,Fauquier
2077,"Eupatorium leucolepis (DC.) Torr. & Gray","White-bracted Thoroughwort, Justice-weed",N,Fauquier
2079,"Eupatorium perfoliatum L.","Boneset, Common Boneset",N,Fauquier
2080,"Eupatorium pilosum Walt.","Vervain Thoroughwort, Rough Boneset",N,Fauquier
2082,"Eupatorium pubescens Muhl. ex Willd.","Hairy Thoroughwort, Hairy Boneset",N,Fauquier
2084,"Eupatorium rotundifolium L.","Roundleaf Thoroughwort, Roundleaf Boneset",N,Fauquier
2087,"Eupatorium serotinum Michx.","Late Thoroughwort",N,Fauquier
2088,"Eupatorium sessilifolium L.","Upland Boneset",N,Fauquier
2093,"Eupatorium torreyanum Short and Peter","Torrey's Thoroughwort",N,Fauquier
2094,"Eupatorium vaseyi Porter","Vasey's Thoroughwort",N,Fauquier
1863,"Euphorbia commutata Engelm.","Wood Spurge, Tinted Woodland Spurge",N,Fauquier
587,"Euphorbia corollata L.","Flowering Spurge",N,Fauquier
1874,"Euphorbia cyparissias L.","Cypress Spurge",I,Fauquier
1873,"Euphorbia davidii Subils","David's Spurge",I,Fauquier
586,"Euphorbia dentata Michx.","Toothed Spurge, Green Poinsettia",I,Fauquier
580,"Euphorbia lathyris L.","Caper Spurge, Mole Plant",I,Fauquier
593,"Euphorbia maculata L.","Spotted Spurge, Milk-purslane",N,Fauquier
581,"Euphorbia marginata Pursh",Snow-on-the-mountain,I,Fauquier
592,"Euphorbia nutans Lagasca y Segura","Nodding Spurge, Eyebane",N,Fauquier
1877,"Euphorbia prostrata Aiton","Prostrate Sandmat",I,Fauquier
584,"Euphorbia pubentissima Michx.","False Flowering Spurge",N,Fauquier
1869,"Euphorbia spathulata Lam.","Woodland Spurge",N,Fauquier
2097,"Eurybia divaricata (L.) Nesom","White Wood Aster",N,Fauquier
2098,"Eurybia macrophylla (L.) Cass.","Big-leaf Aster, Large-leaved Aster",N,Fauquier
2100,"Eurybia schreberi (Nees) Nees","Schreber's Aster",N,Fauquier
2103,"Euthamia lanceolata (L.) Nesom","Hairy Grass-leaved Goldenrod",N,Fauquier
2073,"Eutrochium fistulosum (Barratt) E.E. Lamont","Hollow Joe-pye-weed",N,Fauquier
2083,"Eutrochium purpureum (Linnaeus) E.E. Lamont var. purpureum","Sweet-scented Joe-pye-weed, Sweet Joe-pye-weed, Purple Joe-pye-weed",N,Fauquier
2742,"Fagopyrum esculentum Moench",Buckwheat,I,Fauquier
2743,"Fagus grandifolia Ehrhart","American Beech",N,Fauquier
667,"Fallopia convolvulus (L.) A. Love","Bindweed, Black Bindweed",I,Fauquier
3913,"Fallopia cristata (Engelm. & A. Gray) Holub","Crested False Buckwheat",N,Fauquier
3238,"Fallopia scandens (L.) Holub","Climbing False Buckwheat",N,Fauquier
1577,"Festuca rubra L.","Red Fescue",N,Fauquier
1578,"Festuca subverticillata (Pers.) Alexeev","Nodding Fescue",N,Fauquier
3357,"Ficaria verna Hudson","Lesser Celandine",I,Fauquier
2746,"Filipendula rubra (Hill) B.L. Robins.",Queen-of-the-Prairie,N,Fauquier
1377,"Fimbristylis annua (Allioni) R. & S.","Annual Fimbry",N,Fauquier
1378,"Fimbristylis autumnalis (L.) R. & S.","Slender Fimbry",N,Fauquier
2748,"Floerkea proserpinacoides Willd.","False Mermaid, False Mermaid-weed",N,Fauquier
2752,"Fragaria virginiana Duchesne","Wild Strawberry",N,Fauquier
654,"Fraxinus americana L.","White Ash",N,Fauquier
4668,"Fraxinus biltmoreana Beadle","Biltmore Ash, Biltmore White Ash",N,Fauquier
2754,"Fraxinus nigra Marshall","Black ash",N,Fauquier
2755,"Fraxinus pennsylvanica Marshall","Green Ash, Red Ash",N,Fauquier
2110,"Gaillardia pulchella Foug. var. pulchella","Common Blanket-flower, Fire-wheel",I,Fauquier
2760,"Galactia regularis (L.) B.S.P.","Eastern Milkpea",N,Fauquier
130,"Galearis spectabilis (L.) Raf.","Showy Orchis, Showy Orchid",N,Fauquier
2112,"Galinsoga quadriradiata Ruiz & Pavon","Fringed Quickweed, Hairy Galinsoga, Shaggy Soldier",I,Fauquier
2762,"Galium aparine L.",Cleavers,N,Fauquier
2763,"Galium asprellum Michx.","Rough Bedstraw",N,Fauquier
2765,"Galium circaezans Michx.","Forest Bedstraw",N,Fauquier
2766,"Galium concinnum Torr. & Gray","Shining Bedstraw",N,Fauquier
2770,"Galium latifolium Michx.","Purple Bedstraw",N,Fauquier
2771,"Galium mollugo L.","Smooth Bedstraw, Hedge Bedstraw",I,Fauquier
4676,"Galium obtusum Bigelow","Blunt-leaf Bedstraw",N,Fauquier
2772,"Galium obtusum Bigelow var. obtusum","Bluntleaf Bedstraw",N,Fauquier
2683,"Galium pedemontanum (Bellardi) Allioni","Piedmont Bedstraw",I,Fauquier
2776,"Galium pilosum Ait.","Hairy Bedstraw",N,Fauquier
3525,"Galium sherardia E.H.L. Krause","Field Madder, Blue Field Madder",I,Fauquier
2777,"Galium tinctorium L.","Three-lobed Bedstraw",N,Fauquier
2778,"Galium triflorum Michx.","Sweet-scented Bedstraw",N,Fauquier
2780,"Galium verum L.","Yellow Bedstraw",I,Fauquier
2118,"Gamochaeta purpurea (L.) Cabrera","Purple Cudweed, Purple Everlasting",N,Fauquier
1853,"Gaultheria procumbens L.","Wintergreen, Teaberry",N,Fauquier
557,"Gaylussacia baccata (Wangenh.) K. Koch","Black Huckleberry",N,Fauquier
2788,"Gentiana clausa Raf.","Bottle Gentian, Closed Gentian",N,Fauquier
2792,"Gentiana villosa L.","Striped Gentian",N,Fauquier
2796,"Geranium carolinianum L.","Carolina Geranium, Carolina Cranesbill",N,Fauquier
2797,"Geranium columbinum L.","Long-stalk Cranesbill",I,Fauquier
2798,"Geranium dissectum L.","Cut-leaf Geranium, Cut-leaf Cranesbill",I,Fauquier
2799,"Geranium maculatum L.","Wild Geranium",N,Fauquier
2805,"Geum canadense Jacquin","White Avens",N,Fauquier
2806,"Geum laciniatum Murray","Rough Avens",N,Fauquier
2809,"Geum vernum (Raf.) Torr. & Gray","Spring Avens",,Fauquier
2810,"Geum virginianum L.","Cream Avens",N,Fauquier
3255,"Gillenia trifoliata (L.) Moench","Bowman's-root, Mountain Indian-physic",N,Fauquier
2814,"Glechoma hederacea L.","Gill-over-the-ground, Ground-ivy",I,Fauquier
2815,"Gleditsia triacanthos L.","Honey Locust",,Fauquier
1583,"Glyceria melicaria (Michx.) F.T. Hubbard","Slender Mannagrass, Melic Mannagrass",N,Fauquier
1585,"Glyceria septentrionalis A.S. Hitchc.","Eastern Mannagrass, Floating Mannagrass",N,Fauquier
1586,"Glyceria striata (Lam.) A.S. Hitchc. var. striata","Fowl Mannagrass",N,Fauquier
2816,"Glycine max (L.) Merr.",Soybean,I,Fauquier
131,"Goodyera pubescens (Willd.) R.Br. ex Aiton f.","Downy Rattlesnake-plantain",N,Fauquier
2819,"Gratiola neglecta Torr.","Clammy Hedge-hyssop",N,Fauquier
1457,"Greeneochloa coarctata (Eaton) P.M. Peterson, Soreng, Romasch. & Barberá","Nuttall's Reedgrass",N,Fauquier
515,"Gymnocladus dioicus (L.) K. Koch","Kentucky Coffee-tree",N,Fauquier
734,"Hackelia virginiana (L.) I.M.Johnston","Virginia Stickseed",N,Fauquier
2825,"Hamamelis virginiana L. var. virginiana","Witch Hazel",N,Fauquier
2826,"Hedeoma hispida Pursh","Rough Pennyroyal",I,Fauquier
2827,"Hedeoma pulegioides (L.) Pers.","American Pennyroyal",N,Fauquier
1801,"Hedera helix L.","English Ivy, Common Ivy",I,Fauquier
2126,"Helenium autumnale L.","Common Sneezeweed, Autumn Sneezeweed",N,Fauquier
2128,"Helenium flexuosum Raf.","Southern Sneezeweed",N,Fauquier
2131,"Helianthus annuus L.","Common Sunflower",I,Fauquier
2134,"Helianthus decapetalus L.","Thin-leaved Sunflower",N,Fauquier
2135,"Helianthus divaricatus L.","Woodland Sunflower",N,Fauquier
2136,"Helianthus giganteus L.","Tall Sunflower, Giant Sunflower",N,Fauquier
2137,"Helianthus grosseserratus Martens","Sawtooth Sunflower",I,Fauquier
2139,"Helianthus laetiflorus Pers.","Showy Sunflower",I,Fauquier
2141,"Helianthus maximiliani Schrad.","Maximilian Sunflower",I,Fauquier
2147,"Helianthus strumosus L.","Pale-leaved Sunflower",N,Fauquier
2148,"Helianthus tuberosus L.","Jerusalem Artichoke",I,Fauquier
2149,"Heliopsis helianthoides (L.) Sweet var. helianthoides","Oxeye, Smooth Oxeye",N,Fauquier
1231,"Hemerocallis fulva (L.) L.","Orange Day-lily, Tiger-lily",I,Fauquier
2830,"Hepatica americana (DC.) Ker-Gawl.","Round-lobed Hepatica, Round-lobed Liverleaf",N,Fauquier
298,"Hesperis matronalis Linnaeus","Dame's Rocket",I,Fauquier
2831,"Heuchera americana L.","Alumroot, Americana Alumroot",N,Fauquier
2833,"Heuchera hispida Pursh","Purple Alumroot",N,Fauquier
2836,"Heuchera pubescens Pursh","Marbled Alumroot",N,Fauquier
69,"Hexalectris spicata (Walter) Barnh.","Crested Coralroot",N,Fauquier
2727,"Hexasepalum teres (Walter) J.H. Kirkbride","Common Buttonweed, Rough Buttonweed",N,Fauquier
2014,"Hexastylis minor (Ashe) Blomquist","Little Heartleaf",N,Fauquier
2016,"Hexastylis virginica (L.) Small","Virginia Heartleaf",N,Fauquier
3794,"Hibiscus moscheutos L.","Swamp Rose-mallow, Eastern Rose-mallow, Crimson-eyed Rose-mallow",N,Fauquier
2842,"Hibiscus syriacus L.","Rose-of-Sharon, Althaea",I,Fauquier
2154,"Hieracium gronovii L.","Hairy Hawkweed",N,Fauquier
2155,"Hieracium paniculatum L.","Panicled Hawkweed, Alleghany Hawkweed",N,Fauquier
2158,"Hieracium scabrum Michx.","Rough Hawkweed",N,Fauquier
2160,"Hieracium venosum L.","Rattlesnake Weed",N,Fauquier
1590,"Holcus lanatus L.","Common Velvet Grass",I,Fauquier
717,"Holosteum umbellatum L. ssp. umbellatum","Jagged Chickweed",I,Fauquier
863,"Homalosorus pycnocarpos (Spreng.) Pichi-Sermolli","Glade Fern",N,Fauquier
1594,"Hordeum vulgare L.",Barley,I,Fauquier
2845,"Houstonia caerulea L.","Common Bluets, Azur Bluets, Quaker Ladies",N,Fauquier
2847,"Houstonia longifolia Gaertn.","Longleaf Bluets",N,Fauquier
687,"Houstonia purpurea L.","Summer Bluets",N,Fauquier
2852,"Houstonia tenuifolia Nuttall","Narrowleaf Bluets, Diffuse-branched Bluets",N,Fauquier
253,"Humulus lupulus L.","Common Hops",,Fauquier
888,"Huperzia lucidula (Michx.) Trevisan","Shining Clubmoss, Shining Firmoss",N,Fauquier
2854,"Hydrangea arborescens L.","Wild Hydrangea, Smooth Hydrangea",N,Fauquier
40,"Hydrilla verticillata (L.f.) Royle",Hydrilla,I,Fauquier
1953,"Hydrocotyle americana L.","American Water-pennywort, American Marsh-pennywort",N,Fauquier
1948,"Hydrocotyle ranunculoides L. f.","Swamp Water-pennywort, Floating Marsh-pennywort",N,Fauquier
1947,"Hydrocotyle sibthorpioides Lam.","Lawn Water-pennywort",I,Fauquier
2860,"Hydrophyllum virginianum L. var. virginianum","Virginia Waterleaf, Eastern Waterleaf",N,Fauquier
2704,"Hylodesmum glutinosum (Muhl. ex Willld.) H. Ohashi & R.R. Mill","Pointed-leaf Tick-trefoil",N,Fauquier
2708,"Hylodesmum nudiflorum (L.) H. Ohashi & R.R. Mill","Naked-Flowered Tick-trefoil",N,Fauquier
2713,"Hylodesmum pauciflorum (Nutt.) H. Ohashi & R.R. Mill","Few-flowered Tick-trefoil",N,Fauquier
714,"Hylotelephium telephioides (Michx.) H. Ohba","Allegheny Stonecrop, Allegheny Live-for-ever",N,Fauquier
607,"Hylotelephium telephium (L.) H. Ohba",Live-for-ever,I,Fauquier
711,"Hypericum crux-andreae (L.) Crantz","St. Peter's-wort",N,Fauquier
223,"Hypericum densiflorum Pursh","Bushy St. John's-wort",N,Fauquier
221,"Hypericum gentianoides (L.) B.S.P.","Pineweed, Orange-grass",N,Fauquier
815,"Hypericum gymnanthum Engelm. & A. Gray","Clasping St. John's-wort, Clasping-leaf St. John's-wort",N,Fauquier
2369,"Hypericum mutilum L.","Dwarf St. John's-wort",N,Fauquier
2371,"Hypericum perforatum L.","Common St. John's-wort",I,Fauquier
2372,"Hypericum prolificum L.","Shrubby St. John's-wort",N,Fauquier
2373,"Hypericum punctatum Lam.","Spotted St. John's-wort",N,Fauquier
3920,"Hypericum stragulum P. Adams & Robson","Low St. Andrew's Cross",N,Fauquier
1889,"Hypopitys monotropa Crantz",Pinesap,N,Fauquier
1203,"Hypoxis hirsuta (L.) Coville","Eastern Yellow Stargrass",N,Fauquier
1858,"Ilex decidua Walt.","Deciduous Holly, Possum-haw",N,Fauquier
1844,"Ilex montana Torr. & Gray ex Gray","Mountain Holly",N,Fauquier
1846,"Ilex opaca Aiton var. opaca","American Holly",N,Fauquier
1835,"Ilex verticillata (L.) Gray",Winterberry,N,Fauquier
301,"Impatiens capensis Meerburg","Orange Jewelweed, Spotted Jewelweed",N,Fauquier
302,"Impatiens pallida Nuttall","Yellow Jewelweed, Pale Jewelweed",N,Fauquier
2169,"Ionactis linariifolia (L.) Greene","Stiff-leaved Aster",N,Fauquier
2377,"Ipomoea coccinea L.","Red Morning Glory, Scarlet Creeper",,Fauquier
2378,"Ipomoea hederacea Jacq.","Ivy-leaf Morning Glory",I,Fauquier
2379,"Ipomoea lacunosa L.","Small White Morning Glory",N,Fauquier
2380,"Ipomoea pandurata (L.) G.F.W. Mey.","Wild Potato-vine, Manroot, Man-of-the-earth",N,Fauquier
2381,"Ipomoea purpurea (L.) Roth","Common Morning Glory",I,Fauquier
97,"Iris domestica (Linnaeus) Goldblatt & Mabberley",Blackberry-lily,I,Fauquier
93,"Iris pseudacorus L.","Yellow Iris, Yellow Flag",I,Fauquier
102,"Iris verna L.","Dwarf Iris",N,Fauquier
4648,"Iris verna L. var. smalliana Fernald ex M.E. Edwards","Upland Dwarf Iris",N,Fauquier
89,"Iris versicolor L.","Larger Blue Flag, Northern Blue Flag",N,Fauquier
